brand_id,brand_name,brand_page_link,created_at,updated_at
bb235a52-1ba2-4269-bf3a-5a7a40d11dde,Fenty Skin,https://www.sephora.com/brand/fenty-skin-rihanna,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
46fd5bc7-7828-4f9b-b0e0-bb82919688a5,First Aid Beauty,https://www.sephora.com/brand/first-aid-beauty,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
798dd815-3a7f-4191-8de1-28cdf241d634,Flora + Bast,https://www.sephora.com/brand/flora-bast,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
27cb5501-71ec-46a2-a9b4-b6236b050638,FOREO,https://www.sephora.com/brand/foreo,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
7ae7815b-a5fa-4354-b7a1-70c96754b1e8,FORVR Mood,https://www.sephora.com/brand/forvr-mood,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a998227e-bedf-4264-9627-96e4966a2e98,Freck Beauty,https://www.sephora.com/brand/freck-beauty,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
d0c5f972-bc03-4b52-a7b8-4bce04bfb2ec,fresh,https://www.sephora.com/brand/fresh,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
7a51a0ea-4698-4240-8d55-67a45ee32a11,Function of Beauty PRO,https://www.sephora.com/brand/function-of-beauty-pro,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
1ab59d81-e339-475f-a552-46f5a00f994b,ghd,https://www.sephora.com/brand/ghd,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
bdee2bc1-3697-4142-a607-ee63f6aa5846,Gisou,https://www.sephora.com/brand/gisou,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
a6fef8ad-d8ed-487f-874f-b0285e376d96,Givenchy,https://www.sephora.com/brand/givenchy,2024-04-29 16:50:09.337+00,2024-04-29 16:50:09.337+00
